Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""046509760X""","=""9780465097609""",0,3.93,Basic Books,Hardcover,432,2018,2018,,2023/02/24,to-read,to-read (#40),to-read,,,,0,0
14096,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn,"Kabat-Zinn, Jon",,"=""1401307787""","=""9781401307783""",0,4.13,Balance,Paperback,304,2005,1994,,2023/02/21,to-read,to-read (#39),to-read,,,,0,0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.10,W. W. Norton & Company,Paperback,301,2018,2017,2023/02/19,2018/08/24,,,read,,,,1,0
17930879,Paseos nocturnos,Charles Dickens,"Dickens, Charles",,"=""8430602224""","=""9788430602223""",3,3.44,Taurus,Paperback,148,2013,,2023/02/13,2023/02/13,,,read,,,,1,0
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",5,4.28,Tor Fantasy,Mass Market Paperback,624,2002,1991,2023/02/08,2023/02/08,,,read,,,,1,0
56696339,The Power of Geography: Ten Maps That Reveal the Future of Our World,Tim  Marshall,"Marshall, Tim",,"=""1783965371""","=""9781783965373""",4,4.19,Elliott & Thompson Limited,Hardcover,360,2021,2021,2022/02/24,2021/08/22,,,read,,,,1,0
26261327,Climate Change: What Everyone Needs to Know,Joseph Romm,"Romm, Joseph",,"=""0190250178""","=""9780190250171""",3,4.22,Oxford University Press,Paperback,328,2015,2015,2022/09/09,2022/07/28,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,4.14,Faber & Faber,Paperback,258,2005,1989,2022/11/06,2022/10/21,,,read,,,,1,0
36064445,Skin in the Game: The Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0241300657""","=""9780241300657""",5,3.91,Allen Lane,Paperback,272,2018,2018,2022/07/27,2021/08/23,non-fiction-fav,non-fiction-fav (#5),read,,,,1,0
34532870,Prisioneros de la geografía,Tim  Marshall,"Marshall, Tim",,"=""8499425925""","=""9788499425924""",5,4.19,Peninsula,Paperback,300,2017,2015,2020/05/24,2020/05/24,non-fiction-fav,non-fiction-fav (#4),read,,,,1,0
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",3,3.84,Penguin Books,Paperback,260,2009,2008,2021/04/28,2020/06/20,,,read,,,,1,0
13529055,Mortality,Christopher Hitchens,"Hitchens, Christopher",,"=""1455502758""","=""9781455502752""",4,4.12,Grand Central Publishing,Hardcover,104,2012,2012,2022/08/10,2022/08/31,,,read,,,,1,0
24861,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,"Hesse, Hermann",Thomas Mann,"=""""","=""9783518367063""",4,4.14,Suhrkamp Verlag,Paperback,193,1974,1919,2019/12/01,2019/12/01,,,read,,,,1,0
27280159,Un paso por delante de Wall Street,Peter Lynch,"Lynch, Peter",Ramón Vilà Vernis,"=""8423417131""","=""9788423417131""",4,4.29,Deusto,Paperback,368,2015,1988,2021/08/01,2021/08/01,,,read,,,,1,0
449573,The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,"Hawking, Stephen W.",,"=""0641587716""","=""9780641587719""",4,4.18,New Millennium Entertainment,Unknown Binding,176,2002,2002,2019/11/06,2019/09/05,,,read,,,,1,0
40856161,La historia del loco,John Katzenbach,"Katzenbach, John",Laura Predes,"=""607480236X""","=""9786074802368""",4,4.01,Ediciones B,Paperback,540,2005,2004,2018/07/01,2018/08/24,,,read,,,,1,0
4665779,La tabla rasa: La negación moderna de la naturaleza humana,Steven Pinker,"Pinker, Steven",,"=""8449314895""","=""9788449314896""",4,4.09,Ediciones Paidós,Paperback,704,2003,2002,2020/10/15,2020/04/17,,,read,,,,1,0
24618,"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness",Epictetus,"Epictetus, Epictetus",Sharon Lebell,"=""006251346X""","=""9780062513465""",0,4.24,HarperOne,Paperback,128,2004,125,,2023/02/06,to-read,to-read (#38),to-read,,,,0,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""0316471909""","=""9780316471909""",0,4.21,"Little, Brown and Company",Kindle Edition,262,2017,2014,,2023/02/06,to-read,to-read (#37),to-read,,,,0,0
149267,The Stand,Stephen  King,"King, Stephen",Bernie Wrightson,"=""""","=""""",0,4.35,Doubleday Books,Hardcover,1152,1990,1978,,2023/02/06,to-read,to-read (#36),to-read,,,,0,0
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.38,Magrathea Publishing,Kindle Edition,244,2020,2020,,2023/02/06,to-read,to-read (#35),to-read,,,,0,0
51554723,El infinito en un junco: La invención de los libros en el mundo antiguo,Irene Vallejo,"Vallejo, Irene",,"=""8417860797""","=""9788417860790""",0,4.24,Siruela,Paperback,452,2019,2019,,2022/12/23,to-read,to-read (#34),to-read,,,,0,0
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",0,4.17,Viking,Hardcover,487,2011,2011,,2022/12/17,to-read,to-read (#33),to-read,,,,0,0
2761,The Denial of Death,Ernest Becker,"Becker, Ernest",Sam Keen,"=""""","=""""",1,4.05,Free Press,Paperback,336,1997,1973,2022/12/12,2022/11/19,,,read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,4.00,"Little, Brown and Company",Hardcover,388,2019,2019,,2022/12/03,to-read,to-read (#32),to-read,,,,0,0
2054,"The Long Goodbye (Philip Marlowe, #6)",Raymond Chandler,"Chandler, Raymond",,"=""0394757688""","=""9780394757681""",0,4.19,Vintage Crime/Black Lizard,Paperback,379,1988,1953,,2022/11/20,to-read,to-read (#31),to-read,,,,0,0
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816021""","=""9780345816023""",0,3.90,Random House Canada,Hardcover,409,2018,2018,,2022/11/10,to-read,to-read (#30),to-read,,,,0,0
10775242,El quadern gris,Josep Pla,"Pla, Josep",,"=""8492549580""","=""9788492549580""",0,4.21,labutxaca,Paperback,752,2007,1965,,2022/10/03,to-read,to-read (#29),to-read,,,,0,0
53014245,El planeta inhóspito: La vida después del calentamiento,David Wallace-Wells,"Wallace-Wells, David",,"=""8417636501""","=""9788417636500""",3,3.99,DEBATE,Kindle Edition,352,2019,2019,2019/12/13,2019/03/04,,,read,,,,1,0
14142,The Art of Loving,Erich Fromm,"Fromm, Erich",,"=""0061129739""","=""9780061129735""",5,4.00,Harper Perennial Modern Classics,Paperback,180,2006,1956,2022/07/14,2022/07/15,,,read,,,,1,0
3250347,The Happiness Trap: How to Stop Struggling and Start Living: A Guide to ACT,Russ Harris,"Harris, Russ",Steven C. Hayes,"=""1590305841""","=""9781590305843""",0,4.13,Trumpeter,Paperback,240,2008,2007,,2022/07/08,to-read,to-read (#28),to-read,,,,0,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",5,4.27,Tor Books,Mass Market Paperback,705,1991,1990,2022/06/26,2022/06/26,,,read,,,,1,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.19,Tor Books,Mass Market Paperback,800,1990,1990,2022/05/08,2018/08/24,,,read,,,,1,0
78917,"Una historia de la Guerra Civil que no va a gustar a nadie (Una historia de la Guerra Civil que no va a gustar a nadie, #1)",Juan Eslava Galán,"Galán, Juan Eslava",,"=""8467216069""","=""9788467216066""",4,4.11,"Círculo de Lectores, S.A.",,400,2005,2005,2022/02/28,2021/08/05,,,read,,,,1,0
40652170,Meditaciones,Marcus Aurelius,"Aurelius, Marcus","Carlos García Gual, Ramón Bach Pellicer","=""8424906403""","=""9788424906405""",4,4.28,Gredos,Paperback,256,2010,180,2022/02/05,2021/08/05,,,read,,,,1,0
52879286,Humankind: A Hopeful History,Rutger Bregman,"Bregman, Rutger","Elizabeth Manton, Erica Moore","=""0316418536""","=""9780316418539""",5,4.32,"Little, Brown and Company",Hardcover,462,2020,2019,2021/12/25,2021/12/25,non-fiction-fav,non-fiction-fav (#3),read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2019/02/19,2019/02/21,non-fiction-fav,non-fiction-fav (#2),read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",5,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2019/11/25,2019/03/13,non-fiction-fav,non-fiction-fav (#1),read,,,,1,0
22590,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""8498000831""","=""9788498000832""",0,4.11,La factoría de ideas,Paperback,288,2004,1969,,2021/12/08,to-read,to-read (#27),to-read,,,,0,0
13150479,En los oscuros lugares del saber,Peter Kingsley,"Kingsley, Peter",Carmen Francí Ventosa,"=""8493778419""","=""9788493778415""",0,4.09,Atalanta,Hardcover,258,2019,1999,,2021/12/01,to-read,to-read (#26),to-read,,,,0,0
53246973,El color del espacio exterior,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",4,4.05,,ebook,52,2020,1927,2021/07/27,2021/07/27,,,read,,,,1,0
222947,"La comunidad del anillo (El señor de los anillos, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",Luis Domènech,"=""8445071408""","=""9788445071403""",4,4.41,Minotauro,Paperback,560,1991,1954,2021/10/03,2021/06/13,,,read,,,,1,0
17744,The Visual Display of Quantitative Information,Edward R. Tufte,"Tufte, Edward R.",,"=""0961392142""","=""9780961392147""",0,4.39,Graphics Press,Hardcover,197,2001,1983,,2021/09/11,to-read,to-read (#25),to-read,,,,0,0
26535513,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,"Knaflic, Cole Nussbaumer",,"=""1119002257""","=""9781119002253""",0,4.38,Wiley,Paperback,288,2015,2015,,2021/09/11,to-read,to-read (#24),to-read,,,,0,0
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",3,3.87,Crown,Hardcover,259,2016,2016,2021/08/27,2021/08/27,,,read,,,,1,0
23546676,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,Nathaniel Popper,"Popper, Nathaniel",,"=""0062362496""","=""9780062362490""",3,4.14,Harper,Hardcover,416,2015,2015,2021/08/20,2021/08/05,,,read,,,,1,0
6902395,El horror de Dunwich,H.P. Lovecraft,"Lovecraft, H.P.",Aurelio Martínez Benito,"=""8420646032""","=""9788420646039""",4,3.81,Alianza,Paperback,96,1994,1928,2021/08/09,2021/08/09,,,read,,,,1,0
1289644,The Rats in the Walls,H.P. Lovecraft,"Lovecraft, H.P.",,"=""2266150227""","=""9782266150224""",4,3.96,Pocket,Paperback,42,2005,1924,2021/08/07,2021/08/09,,,read,,,,1,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.34,Harper Business,Hardcover,274,2016,2016,,2021/08/04,to-read,to-read (#23),to-read,,,,0,0
13175692,The Shadow over Innsmouth,H.P. Lovecraft,"Lovecraft, H.P.",,"=""1450562795""","=""9781450562799""",4,4.10,Visionary Publishing Company,Paperback,158,1936,1936,2021/07/28,2021/07/28,,,read,,,,1,0
7506196,En las montañas de la locura,H.P. Lovecraft,"Lovecraft, H.P.",,"=""8420636401""","=""9788420636405""",4,3.78,Alianza Editorial,Paperback,284,1998,1936,2021/07/26,2021/07/26,,,read,,,,1,0
20426394,El paciente,Juan Gómez-Jurado,"Gómez-Jurado, Juan",,"=""""","=""""",4,4.09,Ediciones B,Hardcover,494,2014,2014,2021/07/19,2020/08/16,,,read,,,,1,0
36099978,"Season of Storms (The Witcher, #0.2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""9780316441636""",5,3.97,Orbit,Hardcover,419,2018,2013,2021/07/07,2021/07/07,,,read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.66,Tor Books,Hardcover,1007,2010,2010,,2021/06/13,to-read,to-read (#22),to-read,,,,0,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",0,3.99,Harper,Paperback,228,2005,1983,,2021/06/13,to-read,to-read (#21),to-read,,,,0,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",5,4.10,Hachette Book Group,Mass Market Paperback,398,2009,1994,2021/05/03,2021/05/03,fiction-fav,fiction-fav (#6),read,,,,1,0
32186143,"The Lady of the Lake (The Witcher, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""""","=""""",5,4.09,Orbit,Kindle Edition,560,2017,1999,2021/06/13,2021/06/13,,,read,,,,1,0
43818540,"Life Isn't Binary: On Being Both, Beyond, and In-Between",Meg-John Barker,"Barker, Meg-John",Alex Iantaffi,"=""1785924796""","=""9781785924798""",3,4.08,Jessica Kingsley Publishers ,Paperback,237,2019,2019,2021/06/04,2021/06/04,,,read,,,,1,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211565""","=""9781473211568""",5,4.22,Gollancz,Paperback,448,2016,1997,2021/06/02,2021/06/02,,,read,,,,1,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",2,4.09,Time Warner Books UK,Paperback,195,2002,1997,2019/11/09,2019/09/05,,,read,,,,1,0
45028173,Hábitos atómicos,James Clear,"Clear, James",,"=""6077476722""","=""9786077476726""",4,4.32,Paidos México,Kindle Edition,339,2019,2018,2021/05/29,2021/05/29,,,read,,,,1,0
1128434,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej","Danusia Stok, Peter Kenny","=""0575077832""","=""9780575077836""",5,4.14,Gollancz,Hardcover,384,2007,1993,2021/01/09,2021/01/09,,,read,,,,1,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219185""","=""9780316219181""",5,4.26,Orbit,Paperback,400,2014,1996,2021/05/24,2021/05/24,,,read,,,,1,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219134""","=""9780316219136""",5,4.16,Orbit,Paperback,352,2013,1995,2021/05/20,2021/05/20,,,read,,,,1,0
57540,The Ethnic Cleansing of Palestine,Ilan Pappé,"Pappé, Ilan",,"=""1851684670""","=""9781851684670""",4,4.55,Oneworld Publications,Hardcover,320,2006,2006,2021/05/18,2021/05/11,,,read,,,,1,0
21944925,Por qué fracasan los países,Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""6079202611""","=""9786079202613""",4,4.09,Editorial Critica,Paperback,592,2014,2012,2021/05/11,2021/05/11,,,read,,,,1,0
33652320,El arte de la guerra,Sun Tzu,"Tzu, Sun",,"=""1773137255""","=""9781773137254""",3,3.94,Aegitas,Kindle Edition,42,2016,,2019/11/03,2019/03/13,,,read,,,,1,0
47668,Ensayo sobre la ceguera,José Saramago,"Saramago, José",,"=""""","=""""",0,4.18,Punto de Lectura,Paperback,329,2006,1995,,2021/04/13,to-read,to-read (#20),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.39,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2021/04/13,to-read,to-read (#19),to-read,,,,0,0
18215192,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211530""","=""9781473211537""",5,4.27,Gollancz,Paperback,384,2015,1992,2021/01/17,2021/01/17,,,read,,,,1,0
